Column1	gene_name	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	seqnames	start	end	width	strand	source	type	score	phase	gene_id	transcript_id	exon_number	exon_id
23	C12orf43	348.8559732	0.122081648	0.218811914	0.557929621	0.576892444	0.768352636	chr12	121000486	121016487	16002	-	refGene	transcript	NA	NA	C12orf43	NM_022895	NA	NA
24	LOC100288175	69.1379401	-0.185890612	0.308491482	-0.602579399	0.546788529	0.748230706	chr1	1059734	1066453	6720	+	refGene	transcript	NA	NA	LOC100288175	NR_148960	NA	NA
25	LILRB5	6.342946666	3.55897853	1.312362826	2.711886118	0.006690157	0.032656034	chr19	54250420	54257273	6854	-	refGene	transcript	NA	NA	LILRB5	NM_001304457	NA	NA
26	RAD17	1129.680831	-0.273295541	0.149344593	-1.829966096	0.067255009	0.194897936	chr5	69371454	69414801	43348	+	refGene	transcript	NA	NA	RAD17	NM_133339	NA	NA
27	SH2D3C	14.64753197	-0.744074359	0.788986982	-0.943075584	0.345642243	0.578510343	chr9	127738317	127778666	40350	-	refGene	transcript	NA	NA	SH2D3C	NM_170600	NA	NA
28	ZNF41	743.9485729	-0.662091946	0.16782529	-3.945126173	0.0000798	0.000753255	chrX	47445178	47482946	37769	-	refGene	transcript	NA	NA	ZNF41	NM_007130	NA	NA
29	VIL1	6.122614179	1.781790498	0.664815688	2.680127035	0.007359422	0.035245851	chr2	218419123	218453295	34173	+	refGene	transcript	NA	NA	VIL1	NM_007127	NA	NA
30	MDK	26.45041129	1.437063056	0.525158999	2.736434222	0.006210901	0.030686272	chr11	46381669	46383825	2157	+	refGene	transcript	NA	NA	MDK	NM_002391	NA	NA
31	SLC25A1	1797.34059	0.062316643	0.118782411	0.524628542	0.599841441	0.784868578	chr22	19175581	19178505	2925	-	refGene	transcript	NA	NA	SLC25A1	NM_001287387	NA	NA
32	DUSP9	517.1004901	1.03139943	0.164843385	6.256844518	3.93E-10	9.66E-09	chrX	153647203	153651326	4124	+	refGene	transcript	NA	NA	DUSP9	NM_001318503	NA	NA
33	UQCC3	300.350782	0.141801095	0.195328784	0.725961079	0.467862631	0.687130341	chr11	62671673	62673686	2014	+	refGene	transcript	NA	NA	UQCC3	NM_001085372	NA	NA
34	MORC4	616.2253551	0.156252823	0.104623785	1.493473235	0.135313355	0.319690869	chrX	106940738	107000212	59475	-	refGene	transcript	NA	NA	MORC4	NM_001085354	NA	NA
35	SCNN1D	113.5732147	0.026880666	0.238476947	0.112718091	0.910254058	0.95939105	chr1	1280436	1292029	11594	+	refGene	transcript	NA	NA	SCNN1D	NR_037668	NA	NA
36	MRTFB	677.6975331	-0.47079802	0.271397291	-1.734718938	0.0827906	0.226675805	chr16	14186686	14241465	54780	+	refGene	transcript	NA	NA	MRTFB	NM_001365415	NA	NA
37	SNORD167	16.38427005	0.895382592	0.58125033	1.540442296	0.123452578	0.300013195	chr1	1304729	1304812	84	-	refGene	transcript	NA	NA	SNORD167	NR_145806	NA	NA
38	PUSL1	372.7448659	0.645021607	0.158302889	4.074604129	0.0000461	0.000460592	chr1	1308580	1311677	3098	+	refGene	transcript	NA	NA	PUSL1	NM_001346116	NA	NA
39	MSRB3	3282.513091	-0.109205946	0.19371368	-0.56374927	0.572924781	0.765558448	chr12	65278683	65466907	188225	+	refGene	transcript	NA	NA	MSRB3	NM_001193460	NA	NA
40	FGFR3	441.3641131	3.70933905	0.289620424	12.80758793	1.49E-37	3.41E-35	chr4	1793312	1808872	15561	+	refGene	transcript	NA	NA	FGFR3	NM_001163213	NA	NA
41	EWSR1	4893.55741	0.001464081	0.108925025	0.013441184	0.98927581	0.996103206	chr22	29268268	29300521	32254	+	refGene	transcript	NA	NA	EWSR1	NM_001163285	NA	NA
42	TMA7	3677.296853	0.067201143	0.158095428	0.425066962	0.670787861	0.831587653	chr3	48440257	48444208	3952	+	refGene	transcript	NA	NA	TMA7	NM_015933	NA	NA
43	NUPR1	72.30754386	-2.614279054	0.584563274	-4.472191755	0.00000774	0.0000931	chr16	28532708	28538974	6267	-	refGene	transcript	NA	NA	NUPR1	NM_012385	NA	NA
44	OSTF1	454.324931	0.641024119	0.173165245	3.70180587	0.00021407	0.001798583	chr9	75088514	75147265	58752	+	refGene	transcript	NA	NA	OSTF1	NM_012383	NA	NA
45	ORC3	1054.999034	-0.072392817	0.161617167	-0.447927772	0.654205325	0.822074063	chr6	87590067	87667454	77388	+	refGene	transcript	NA	NA	ORC3	NM_012381	NA	NA
46	MXRA8	18.05662335	-3.910369013	0.645522436	-6.057681025	1.38E-09	3.17E-08	chr1	1352689	1358794	6106	-	refGene	transcript	NA	NA	MXRA8	NM_001282584	NA	NA
47	SERPINC1	2.727306142	-2.285791681	1.973521427	-1.158229979	0.246770197	0.469927383	chr1	173903804	173917378	13575	-	refGene	transcript	NA	NA	SERPINC1	NM_000488	NA	NA
48	SPRED2	783.6625253	-0.075904864	0.211769457	-0.358431595	0.720020351	0.863459863	chr2	65310851	65366778	55928	-	refGene	transcript	NA	NA	SPRED2	NM_001128210	NA	NA
49	AK8	15.91386159	-0.366081056	0.445126467	-0.822420331	0.410837712	0.639485237	chr9	132725578	132879046	153469	-	refGene	transcript	NA	NA	AK8	NM_001371771	NA	NA
50	GALNS	822.9551287	-0.372973713	0.198267082	-1.881168109	0.059949054	0.179163829	chr16	88813734	88856947	43214	-	refGene	transcript	NA	NA	GALNS	NM_001323543	NA	NA
51	FBXW8	262.8504423	0.142223751	0.146627883	0.969963884	0.332064495	0.563840596	chr12	116910956	117031148	120193	+	refGene	transcript	NA	NA	FBXW8	NM_012174	NA	NA
52	IKBKG	248.5095992	0.160451789	0.134074538	1.196735726	0.231409577	0.451967419	chrX	154542212	154565030	22819	+	refGene	transcript	NA	NA	IKBKG	NM_001321396	NA	NA
53	PSME1	1689.966962	0.122183263	0.166933742	0.731926701	0.464213308	0.684265163	chr14	24136194	24138962	2769	+	refGene	transcript	NA	NA	PSME1	NM_001281529	NA	NA
54	SETDB1	1085.323562	0.194666504	0.078843965	2.46900955	0.01354876	0.057369501	chr1	150926363	150945320	18958	+	refGene	transcript	NA	NA	SETDB1	NM_001243491	NA	NA
55	VSTM1	4.242000883	1.12424631	1.306501191	0.860501558	0.389512625	0.620990262	chr19	15193	38264	23072	-	refGene	transcript	NA	NA	VSTM1	NR_110142	NA	NA
56	MRPL20-AS1	412.4194025	0.259889011	0.140135608	1.854553711	0.063659983	0.187406096	chr1	1399530	1402046	2517	+	refGene	transcript	NA	NA	MRPL20-AS1	NR_015434	NA	NA
57	PAQR3	378.8095005	-0.297434057	0.208280317	-1.428046883	0.153278365	0.346496788	chr4	78911878	78939438	27561	-	refGene	transcript	NA	NA	PAQR3	NM_001040202	NA	NA
58	LINC01770	67.52927711	0.461014286	0.499218763	0.923471472	0.35576156	0.589474316	chr1	1430157	1434573	4417	-	refGene	transcript	NA	NA	LINC01770	NR_125994	NA	NA
59	CARD8	273.0531673	-0.600922546	0.145831332	-4.120668282	0.0000378	0.000387824	chr19	48208086	48255912	47827	-	refGene	transcript	NA	NA	CARD8	NM_001351792	NA	NA
60	PPIP5K2	1891.266257	0.32998254	0.121598262	2.713710988	0.006653418	0.032495909	chr5	103120301	103212799	92499	+	refGene	transcript	NA	NA	PPIP5K2	NM_001345876	NA	NA
61	LOC105378586	25.77797136	-0.264403852	0.42086331	-0.62824163	0.529845663	0.735214269	chr1	1599433	1607210	7778	+	refGene	transcript	NA	NA	LOC105378586	NR_147951	NA	NA
62	IFT81	1029.884203	-0.915232719	0.236007513	-3.877981295	0.000105327	0.000965476	chr12	110124357	110218793	94437	+	refGene	transcript	NA	NA	IFT81	NM_001143779	NA	NA
63	ASAP3	265.2116266	-0.188339019	0.184991378	-1.0180962	0.308632241	0.5398123	chr1	23428563	23484179	55617	-	refGene	transcript	NA	NA	ASAP3	NM_001143778	NA	NA
64	CRELD1	214.0164997	-0.243255436	0.25436232	-0.956334399	0.338903316	0.570923534	chr3	9933834	9945406	11573	+	refGene	transcript	NA	NA	CRELD1	NM_001374319	NA	NA
65	NLRP2	5166.205254	-0.146112059	0.132518699	-1.102576919	0.270210938	0.496976314	chr19	678535	713298	34764	+	refGene	transcript	NA	NA	NLRP2	NR_145325	NA	NA
66	ZNF232	320.3673354	-0.327460394	0.232107838	-1.410811443	0.158300219	0.353686328	chr17	5105734	5123042	17309	-	refGene	transcript	NA	NA	ZNF232	NM_001320953	NA	NA
67	MMP23A	21.57332678	-1.335759048	0.570378564	-2.341881573	0.019186802	0.075687378	chr1	1632780	1634651	1872	+	refGene	transcript	NA	NA	MMP23A	NR_002946	NA	NA
68	CAST	4166.342634	-0.401327982	0.181415991	-2.212197393	0.026953029	0.098193677	chr5	96662376	96774681	112306	+	refGene	transcript	NA	NA	CAST	NM_001042440	NA	NA
69	AASDH	387.1679777	-0.065880941	0.18719051	-0.351945944	0.724878802	0.867020135	chr4	56338291	56387491	49201	-	refGene	transcript	NA	NA	AASDH	NM_001286670	NA	NA
70	SUMO3	350.2543464	-0.515866006	0.207040822	-2.491614941	0.012716381	0.054491951	chr21	44805617	44818129	12513	-	refGene	transcript	NA	NA	SUMO3	NM_001286416	NA	NA
71	CYP21A2	2.710286693	-1.081975691	1.245268335	-0.868869512	0.384918507	0.616517215	chr6	3279823	3283052	3230	+	refGene	transcript	NA	NA	CYP21A2	NM_000500	NA	NA
72	CASP3	1710.570945	-0.087214922	0.215284416	-0.405114887	0.685393064	0.841671447	chr4	184627696	184649447	21752	-	refGene	transcript	NA	NA	CASP3	NM_004346	NA	NA
73	CALD1	924.5680514	-0.528772401	0.236115586	-2.239464201	0.025125728	0.093055331	chr7	134779634	134970729	191096	+	refGene	transcript	NA	NA	CALD1	NM_004342	NA	NA
74	IDE	1623.139334	-0.164061494	0.095936989	-1.710096335	0.08724806	0.235407295	chr10	92451684	92497761	46078	-	refGene	transcript	NA	NA	IDE	NM_001165946	NA	NA
75	DAXX	5733.973631	0.110598165	0.159149177	0.694933945	0.487096698	0.701068217	chr6	4562073	4566478	4406	-	refGene	transcript	NA	NA	DAXX	NM_001141970	NA	NA
76	SGCE	429.0975942	0.599785982	0.139836886	4.289182903	0.0000179	0.000199206	chr7	94584980	94656133	71154	-	refGene	transcript	NA	NA	SGCE	NM_001362807	NA	NA
77	HLA-C	12118.25067	0.702490175	0.200163095	3.5095889	0.0004488	0.003397469	chr6	2611478	2614809	3332	-	refGene	transcript	NA	NA	HLA-C	NM_002117	NA	NA
78	CNTD1	6.235678298	-0.071328403	0.824460334	-0.086515263	0.931056823	0.970357537	chr17	42798861	42811587	12727	+	refGene	transcript	NA	NA	CNTD1	NM_001330222	NA	NA
79	EBAG9	246.9329427	0.236880745	0.152064697	1.557762911	0.119289461	0.293261396	chr8	109540626	109565996	25371	+	refGene	transcript	NA	NA	EBAG9	NM_001278938	NA	NA
80	SLC11A2	1181.827168	0.09611768	0.178488424	0.538509319	0.590225473	0.778611724	chr12	50985992	51026384	40393	-	refGene	transcript	NA	NA	SLC11A2	NM_000617	NA	NA
81	RMDN2	73.01983862	-0.932464228	0.218548757	-4.266618774	0.0000198	0.000218251	chr2	37928759	38017747	88989	+	refGene	transcript	NA	NA	RMDN2	NM_001170792	NA	NA
82	CENPX	829.3850542	0.440115542	0.208235234	2.113549828	0.034553735	0.119206055	chr17	82018703	82022878	4176	-	refGene	transcript	NA	NA	CENPX	NM_144998	NA	NA
83	OGFOD3	271.2045073	0.308589773	0.133988536	2.303105791	0.021272892	0.081984513	chr17	82389210	82418586	29377	-	refGene	transcript	NA	NA	OGFOD3	NM_175902	NA	NA
84	SLC25A39	2245.876427	0.676603141	0.123552743	5.476229201	4.34E-08	0.000000798	chr17	44319625	44324870	5246	-	refGene	transcript	NA	NA	SLC25A39	NM_001321240	NA	NA
85	ELP4	259.2107839	-0.206243967	0.155020312	-1.330431889	0.183376014	0.390537003	chr11	31509767	31790322	280556	+	refGene	transcript	NA	NA	ELP4	NM_001288726	NA	NA
86	C2	120.646469	-0.578957533	0.306024164	-1.891868686	0.058508479	0.176229587	chr6	3232932	3250649	17718	+	refGene	transcript	NA	NA	C2	NM_001282458	NA	NA
87	TSNARE1	89.33732469	-0.430605799	0.231353481	-1.861246254	0.062709409	0.185384716	chr8	142212080	142403182	191103	-	refGene	transcript	NA	NA	TSNARE1	NM_145003	NA	NA
88	TDRP	612.376853	0.517438442	0.122762103	4.214968872	0.000025	0.000268646	chr8	489790	545781	55992	-	refGene	transcript	NA	NA	TDRP	NM_175075	NA	NA
89	RAB5C	1428.356552	0.019426268	0.103377487	0.187915844	0.850942622	0.931769589	chr17	42124979	42154989	30011	-	refGene	transcript	NA	NA	RAB5C	NM_004583	NA	NA
90	LOC105378591	4.511999167	-0.756193735	0.961795062	-0.786231668	0.431731777	0.656722119	chr1	2049201	2050070	870	-	refGene	transcript	NA	NA	LOC105378591	NR_135509	NA	NA
91	RRAGB	220.7125723	-0.212525818	0.141322713	-1.50383342	0.132624264	0.315643369	chrX	55717749	55758774	41026	+	refGene	transcript	NA	NA	RRAGB	NR_148689	NA	NA
92	RDH13	1078.396591	0.600367363	0.120953902	4.963604769	0.000000692	0.0000103	chr19	1051839	1070671	18833	-	refGene	transcript	NA	NA	RDH13	NR_027381	NA	NA
93	ULK3	840.8190631	-0.184757913	0.160108932	-1.153951316	0.248520129	0.472279739	chr15	74836118	74843156	7039	-	refGene	transcript	NA	NA	ULK3	NR_104307	NA	NA
94	GTF2IP20	165.6801323	-0.03330343	0.345403585	-0.096418888	0.923187892	0.966365432	chr1	223951266	223992644	41379	-	refGene	transcript	NA	NA	GTF2IP20	NR_132119	NA	NA
95	PRKCZ-AS1	12.59697706	-0.679630826	0.5522147	-1.230736572	0.218421405	0.435156769	chr1	2181794	2183875	2082	-	refGene	transcript	NA	NA	PRKCZ-AS1	NR_146290	NA	NA
96	YJEFN3	103.5334111	-0.284267127	0.238457898	-1.192106147	0.233219627	0.454283231	chr19	19528911	19537581	8671	+	refGene	transcript	NA	NA	YJEFN3	NM_001190328	NA	NA
97	FBXO11	1138.247749	-0.11061513	0.212481584	-0.520586902	0.602654575	0.786762043	chr2	47806920	47906498	99579	-	refGene	transcript	NA	NA	FBXO11	NM_001190274	NA	NA
98	FAAP20	451.4411041	0.095641264	0.122481184	0.780864951	0.434881928	0.659328104	chr1	2189549	2194775	5227	-	refGene	transcript	NA	NA	FAAP20	NR_046427	NA	NA
99	ATG16L1	1182.655644	-0.195929812	0.177868498	-1.101543073	0.270660369	0.497409214	chr2	233251673	233295668	43996	+	refGene	transcript	NA	NA	ATG16L1	NM_001190267	NA	NA
100	NFIC	698.6774051	-0.559710894	0.320077941	-1.748670628	0.08034797	0.222160658	chr19	3366583	3469217	102635	+	refGene	transcript	NA	NA	NFIC	NM_001245002	NA	NA
101	PBRM1	2021.981926	0.036807355	0.146410826	0.251397773	0.801506589	0.907733003	chr3	52545367	52685913	140547	-	refGene	transcript	NA	NA	PBRM1	NM_001366076	NA	NA
102	LOC100129534	41.39148055	-0.60374049	0.47582769	-1.268821682	0.20450467	0.417089535	chr1	2350415	2352661	2247	-	refGene	transcript	NA	NA	LOC100129534	NR_024489	NA	NA
103	PRDM15	551.910114	-0.110261195	0.116563697	-0.945930835	0.344183865	0.57723922	chr21	41798225	41879344	81120	-	refGene	transcript	NA	NA	PRDM15	NR_104257	NA	NA
104	ADCY3	1113.521359	0.304015903	0.097393018	3.12153693	0.001799097	0.011063843	chr2	24819170	24920237	101068	-	refGene	transcript	NA	NA	ADCY3	NM_001320613	NA	NA
105	HROB	194.8912699	0.233997255	0.160513184	1.457807068	0.144893729	0.334781388	chr17	44141930	44162476	20547	+	refGene	transcript	NA	NA	HROB	NM_001321310	NA	NA
106	PLCH2	18.5531229	-0.637906099	0.627825453	-1.016056447	0.309602507	0.540936218	chr1	2476315	2505530	29216	+	refGene	transcript	NA	NA	PLCH2	NM_001303013	NA	NA
107	TNFRSF14-AS1	51.35894713	2.513275	0.608841052	4.127965733	0.0000366	0.000376658	chr1	2549920	2557011	7092	-	refGene	transcript	NA	NA	TNFRSF14-AS1	NR_037844	NA	NA
108	LOC100996583	5.067277653	-1.3801252	1.440843198	-0.9578594	0.338133662	0.570160456	chr1	2566535	2584534	18000	+	refGene	transcript	NA	NA	LOC100996583	NR_121638	NA	NA
109	CRCP	928.527771	0.748885554	0.173575076	4.314476311	0.000016	0.00017989	chr7	66114818	66154566	39749	+	refGene	transcript	NA	NA	CRCP	NM_001040647	NA	NA
110	SARS1	2326.428744	0.009092589	0.227202594	0.04001974	0.968077389	0.987873127	chr1	109213893	109217491	3599	+	refGene	transcript	NA	NA	SARS1	NR_034072	NA	NA
111	SORD	980.3742116	0.05294362	0.125046481	0.423391524	0.672009628	0.832413311	chr15	45023195	45077185	53991	+	refGene	transcript	NA	NA	SORD	NR_034039	NA	NA
112	RMDN3	741.7619428	0.581267944	0.107047539	5.429998221	5.64E-08	0.00000102	chr15	40735887	40755254	19368	-	refGene	transcript	NA	NA	RMDN3	NM_018145	NA	NA
113	RNF5	2963.361964	-0.117670525	0.259041879	-0.454252899	0.649646813	0.819025039	chr6	3520426	3522812	2387	+	refGene	transcript	NA	NA	RNF5	NM_006913	NA	NA
114	COPG2	304.3084144	-0.029269875	0.315805027	-0.092683374	0.926155106	0.96787486	chr7	130506239	130668748	162510	-	refGene	transcript	NA	NA	COPG2	NM_012133	NA	NA
115	EPN3	84.00792026	1.693167861	0.281288382	6.019330943	1.75E-09	3.96E-08	chr17	50532735	50543750	11016	+	refGene	transcript	NA	NA	EPN3	NM_017957	NA	NA
116	PRDM16-DT	17.84966801	4.395585538	0.784236909	5.604920513	2.08E-08	0.000000399	chr1	3059617	3067725	8109	-	refGene	transcript	NA	NA	PRDM16-DT	NR_015440	NA	NA
117	BAG6	14655.17091	0.770984222	0.175690346	4.388312962	0.0000114	0.000132787	chr6	2886791	2900432	13642	-	refGene	transcript	NA	NA	BAG6	NM_080702	NA	NA
118	ZNF14	466.8359086	-0.623364201	0.129637636	-4.80851257	0.00000152	0.000021	chr19	19710472	19733112	22641	-	refGene	transcript	NA	NA	ZNF14	NM_021030	NA	NA
119	ADCY6	1150.679146	0.341315892	0.150151785	2.273139088	0.0230178	0.087043959	chr12	48766196	48789089	22894	-	refGene	transcript	NA	NA	ADCY6	NM_015270	NA	NA
120	PPP1CC	3934.224823	0.225972335	0.125454708	1.801226426	0.071667199	0.204244097	chr12	110719680	110742891	23212	-	refGene	transcript	NA	NA	PPP1CC	NM_002710	NA	NA
121	ILF3	6679.328224	-0.049077776	0.093786464	-0.523292745	0.600770549	0.785835281	chr19	10654346	10692400	38055	+	refGene	transcript	NA	NA	ILF3	NM_012218	NA	NA
122	C19orf44	128.7112232	-0.016230961	0.246225349	-0.06591913	0.947442211	0.977687914	chr19	16496394	16521352	24959	+	refGene	transcript	NA	NA	C19orf44	NM_032207	NA	NA
123	CHRAC1	612.1358132	0.326066147	0.168445373	1.935738217	0.052899771	0.164001205	chr8	140511322	140517154	5833	+	refGene	transcript	NA	NA	CHRAC1	NM_017444	NA	NA
124	FOXD3	33.82736918	-1.262214144	0.324873245	-3.885251131	0.000102224	0.000940166	chr1	63322567	63325128	2562	+	refGene	transcript	NA	NA	FOXD3	NM_012183	NA	NA
125	FKBP8	4753.682282	0.225400181	0.269409098	0.836646509	0.402791295	0.633467258	chr19	18531763	18543573	11811	-	refGene	transcript	NA	NA	FKBP8	NM_012181	NA	NA
126	BZW1	10209.94731	-0.313621379	0.165154548	-1.898956968	0.057570134	0.174342188	chr2	200811910	200827336	15427	+	refGene	transcript	NA	NA	BZW1	NM_001321688	NA	NA
127	LRRC28	158.5216311	-0.246018237	0.160918344	-1.528838978	0.126304367	0.305147804	chr15	99251481	99390729	139249	+	refGene	transcript	NA	NA	LRRC28	NM_001321679	NA	NA
128	MADD	1143.708247	0.074961959	0.123800815	0.605504571	0.544843788	0.7468252	chr11	47269663	47330031	60369	+	refGene	transcript	NA	NA	MADD	NM_001135944	NA	NA
129	BOP1	1180.271656	0.480277098	0.181700576	2.64323376	0.008211832	0.038458475	chr8	144262045	144291438	29394	-	refGene	transcript	NA	NA	BOP1	NM_015201	NA	NA
130	EXOC6B	533.1934685	-0.225004797	0.143396647	-1.569107803	0.116622822	0.288509177	chr2	72175984	72826033	650050	-	refGene	transcript	NA	NA	EXOC6B	NM_015189	NA	NA
131	C19orf18	22.72312547	-0.869588316	0.432675365	-2.009793913	0.044453005	0.144456963	chr19	57958437	57974534	16098	-	refGene	transcript	NA	NA	C19orf18	NM_152474	NA	NA
132	INPP5B	490.4306156	-0.428687616	0.22725268	-1.886391907	0.059242162	0.177855696	chr1	37860697	37947057	86361	-	refGene	transcript	NA	NA	INPP5B	NM_001365821	NA	NA
133	LINC01134	23.61149746	0.572110645	0.440088445	1.299990152	0.193604345	0.404037468	chr1	3900404	3915447	15044	+	refGene	transcript	NA	NA	LINC01134	NR_024455	NA	NA
134	TACC2	829.6471632	2.191427682	0.258432491	8.479691053	2.26E-17	1.25E-15	chr10	122112885	122254542	141658	+	refGene	transcript	NA	NA	TACC2	NM_001291879	NA	NA
135	SHOX2	296.5991716	-0.128554568	0.151036694	-0.851147923	0.394687187	0.625906582	chr3	158096011	158106163	10153	-	refGene	transcript	NA	NA	SHOX2	NM_003030	NA	NA
136	EXOG	395.6778436	-0.376428608	0.129251804	-2.912366376	0.003587016	0.019658373	chr3	38496272	38526305	30034	+	refGene	transcript	NA	NA	EXOG	NM_001145464	NA	NA
137	ZNF195	828.6741318	-0.208079921	0.109709733	-1.896640484	0.057875404	0.175024884	chr11	3357927	3379146	21220	-	refGene	transcript	NA	NA	ZNF195	NM_001130520	NA	NA
138	NDRG4	60.85796867	0.258224955	0.339742054	0.760061795	0.447217648	0.670887396	chr16	58464090	58513619	49530	+	refGene	transcript	NA	NA	NDRG4	NM_001130487	NA	NA
139	VRK2	567.2673554	-0.394956435	0.179436077	-2.201098253	0.027729069	0.100115576	chr2	58046642	58159920	113279	+	refGene	transcript	NA	NA	VRK2	NM_001130483	NA	NA
140	CELF2	45.33526011	-8.19161004	1.097075208	-7.466771628	8.22E-14	3.22E-12	chr10	11018756	11331455	312700	+	refGene	transcript	NA	NA	CELF2	NM_001326345	NA	NA
141	SEC11C	282.4548995	-0.101945896	0.190280959	-0.535765096	0.592120908	0.779854374	chr18	59139884	59158831	18948	+	refGene	transcript	NA	NA	SEC11C	NM_001307941	NA	NA
142	ARID3B	411.2813534	-0.100787208	0.160363264	-0.628493116	0.529680955	0.735071004	chr15	74541177	74598131	56955	+	refGene	transcript	NA	NA	ARID3B	NM_001307939	NA	NA
143	POF1B	8.317002805	-3.828414926	1.060979282	-3.608378591	0.000308117	0.002461059	chrX	85282116	85379665	97550	-	refGene	transcript	NA	NA	POF1B	NM_001307940	NA	NA
144	TRIM14	412.0612271	0.28569684	0.147688965	1.934449463	0.05305789	0.164337188	chr9	98084353	98119222	34870	-	refGene	transcript	NA	NA	TRIM14	NM_014788	NA	NA
145	ARHGEF17	815.127044	-0.097833483	0.158755226	-0.616253624	0.537727142	0.741232359	chr11	73308276	73369388	61113	+	refGene	transcript	NA	NA	ARHGEF17	NM_014786	NA	NA
146	ARHGEF11	2522.215442	-0.190831002	0.090568759	-2.107029012	0.035115065	0.120513327	chr1	156934840	157045742	110903	-	refGene	transcript	NA	NA	ARHGEF11	NM_014784	NA	NA
